Question ID,Answer
107982,"[('dubliners', 0.001), ('hart_crane', 0.0006666666666666666), ('chinua_achebe', 0.0005), ('matthew_arnold', 0.0005), ('the_temple_of_the_golden_pavilion', 0.00025), ('miss_julie', 0.0), ('adam_bede_(character)', 0), ('william_blake', 0), ('the_age_of_innocence', 0), ('the_master_builder', 0.0), ('nathaniel_hawthorne', 0)]"
108213,"[('sister_carrie', 0.002), ('stephen_crane', 0.0015), ('oliver_goldsmith', 0.00125), ('sophocles', 0.001142857142857143), ('death_in_venice', 0.001), ('naguib_mahfouz', 0.001), ('john_milton', 0.001), ('war_and_peace', 0.001), ('orlando_furioso', 0.001), ('the_importance_of_being_earnest', 0.0008666666666666666), ('the_metamorphosis', 0.0006666666666666666)]"
108745,"[('ethan_frome', 0.05039285714285715), ('graham_greene', 0.03333333333333333), ('the_temple_of_the_golden_pavilion', 0.02525), ('the_picture_of_dorian_gray', 0.022116666666666677), ('an_enemy_of_the_people', 0.003333333333333333), ('a_room_with_a_view', 0.0028666666666666667), ('the_alchemist_(play)', 0.002642857142857143), ('the_trial', 0.00175), ('maya_angelou', 0.0016666666666666666), ('on_the_road', 0.0016666666666666666), ('the_turn_of_the_screw', 0.0014166666666666666)]"
108878,"[('death_in_venice', 0.05025), ('the_rape_of_the_lock', 0.05), ('the_picture_of_dorian_gray', 0.02725000000000001), ('wuthering_heights', 0.002333333333333333), ('antigone_(sophocles)', 0.0015), ('ethan_frome', 0.0013666666666666666), ('a_portrait_of_the_artist_as_a_young_man', 0.0013333333333333333), ('henry_fielding', 0.0011666666666666665), ('madame_bovary', 0.001090909090909091), ('j._m._coetzee', 0.0010833333333333333), ('federico_garcia_lorca', 0.0010277777777777776)]"
109200,"[('jean_genet', 0.026000000000000002), ('the_tin_drum', 0.0032), ('william_shakespeare', 0.0030357142857142857), ('virginia_woolf', 0.002), ('love_in_the_time_of_cholera', 0.002), ('gao_xingjian', 0.002), ('nikolai_gogol', 0.002), ('thomas_mann', 0.00196978021978022), ('emma', 0.0015), ('giovanni_boccaccio', 0.0015), ('ethan_frome', 0.0014722222222222222)]"
110467,"[('ethan_frome', 0.05139166666666667), (""midnight's_children"", 0.05116666666666667), ('the_idiot', 0.05068333333333334), ('milan_kundera', 0.025), ('dream_of_the_red_chamber', 0.005733333333333333), ('an_american_tragedy', 0.004916666666666666), ('nikolai_gogol', 0.0031000000000000003), ('love_in_the_time_of_cholera', 0.00265959595959596), ('the_mayor_of_casterbridge', 0.0025833333333333337), ('the_plague', 0.0025), ('medea', 0.0023666666666666667)]"
112616,"[('jack_london', 0.050666666666666665), ('eugene_ionesco', 0.03414980158730159), ('bleak_house', 0.03383333333333333), ('the_bald_soprano', 0.033666666666666664), ('steppenwolf_(novel)', 0.033666666666666664), ('george_eliot', 0.03333333333333333), ('a_clockwork_orange', 0.03333333333333333), ('henry_miller', 0.025), ('sinclair_lewis', 0.0060039682539682546), ('john_steinbeck', 0.004959523809523809), ('kate_chopin', 0.0035333333333333336)]"
116403,"[('john_keats', 0.05), ('thomas_mann', 0.02796978021978023), ('evelyn_waugh', 0.02715), ('jorge_luis_borges', 0.026750000000000003), ('willa_cather', 0.02120238095238096), ('margaret_atwood', 0.007866666666666666), ('zora_neale_hurston', 0.004333333333333333), ('william_shakespeare', 0.004316666666666667), ('brave_new_world', 0.004200000000000001), ('william_faulkner', 0.004083333333333333), ('jane_austen', 0.004066666666666667)]"
120148,"[('thomas_hardy', 0.00125), ('the_mayor_of_casterbridge', 0.0010833333333333333), ('the_great_gatsby', 0.001), ('northanger_abbey', 0.001), ('ezra_pound', 0.001), ('madame_bovary', 0.0008333333333333333), ('medea', 0.0008333333333333333), ('silas_marner', 0.0008333333333333333), ('one_hundred_years_of_solitude', 0.0006666666666666666), ('glengarry_glen_ross', 0.0006666666666666666), ('haruki_murakami', 0.0006666666666666666)]"
121401,"[('an_american_tragedy', 0.002), ('the_idiot', 0.0011111111111111111), ('the_frogs', 0.001), ('richard_cory', 0.001), ('the_sorrows_of_young_werther', 0.001), ('far_from_the_madding_crowd', 0.001), ('dream_of_the_red_chamber', 0.001), ('invisible_man', 0.001), ('jude_the_obscure', 0.001), ('volpone', 0.0008333333333333333), ('the_master_builder', 0.00075)]"
121422,"[(""midnight's_children"", 0.025666666666666667), ('sons_and_lovers', 0.02016666666666667), ('emily_dickinson', 0.002), ('in_search_of_lost_time', 0.002), ('ralph_ellison', 0.0016666666666666666), ('on_the_road', 0.0010055555555555555), ('salman_rushdie', 0.001), ('the_plague', 0.001), ('w._b._yeats', 0.001), ('bleak_house', 0.001), ('all_quiet_on_the_western_front', 0.001)]"
121457,"[('a_farewell_to_arms', 0.051250000000000004), ('bleak_house', 0.034666666666666665), ('manuel_puig', 0.025750000000000002), ('george_orwell', 0.021200000000000004), ('henry_fielding', 0.021000000000000005), ('arthur_miller', 0.002777777777777778), ('eugene_ionesco', 0.0024333333333333334), ('marcel_proust', 0.002333333333333333), ('oscar_wilde', 0.002333333333333333), ('hart_crane', 0.0020039682539682536), ('the_spanish_tragedy', 0.002)]"
121842,"[('caliban', 0.033666666666666664), ('silas_marner', 0.033666666666666664), ('an_enemy_of_the_people', 0.033424242424242426), ('the_bald_soprano', 0.03333333333333333), ('george_eliot', 0.03333333333333333), ('ethan_frome', 0.02611666666666667), ('edward_albee', 0.02545), ('orion_(mythology)', 0.025333333333333336), ('lysistrata', 0.025333333333333336), ('the_great_gatsby', 0.025), ('the_house_of_mirth', 0.025)]"
123326,"[('marcel_proust', 0.03358333333333333), ('bernard_malamud', 0.0025), ('yasunari_kawabata', 0.0023499999999999997), ('henry_fielding', 0.002033333333333333), ('james_agee', 0.0019166666666666666), ('sinclair_lewis', 0.0018333333333333333), ('mario_vargas_llosa', 0.001753968253968254), ('the_trial', 0.0017000000000000001), ('naguib_mahfouz', 0.0016666666666666666), ('norman_mailer', 0.001642857142857143), ('julio_cortazar', 0.0015428571428571431)]"
138516,"[('mark_twain', 0.02525), ('sinclair_lewis', 0.020000000000000004), ('sons_and_lovers', 0.017), ('death_in_venice', 0.001), ('johann_wolfgang_von_goethe', 0.001), ('john_milton', 0.001), ('the_little_foxes', 0.001), ('wuthering_heights', 0.001), ('james_fenimore_cooper', 0.001), ('oliver_goldsmith', 0.00075), ('j._m._coetzee', 0.0007)]"
139608,"[('john_dryden', 0.1), ('ezra_pound', 0.03333333333333333), ('orion_(mythology)', 0.03333333333333333), ('giovanni_boccaccio', 0.03333333333333333), ('hera', 0.001), ('j._m._coetzee', 0.0008333333333333333), ('miguel_de_cervantes', 0.0006666666666666666), ('hart_crane', 0.000625), ('volpone', 0.0005), ('pearl_s._buck', 0.0005), ('thornton_wilder', 0.0005)]"
141260,"[('cymbeline', 0.025), ('sophocles', 0.0005), ('manuel_puig', 0.0005), ('to_the_lighthouse', 0.0003333333333333333), ('sister_carrie', 0.0003333333333333333), ('medea', 0.0003333333333333333), ('anna_karenina', 0.0003333333333333333), ('henry_james', 0.00025), ('the_count_of_monte_cristo', 0.0002), ('miss_julie', 0), ('adam_bede_(character)', 0)]"
141792,"[('the_age_of_innocence', 0.0015), ('miss_julie', 0), ('adam_bede_(character)', 0), ('william_blake', 0), ('the_master_builder', 0), ('nathaniel_hawthorne', 0), ('things_fall_apart', 0), ('major_barbara', 0), ('spoon_river_anthology', 0.0), ('samuel_beckett', 0), ('cry,_the_beloved_country', 0)]"
144774,"[('spoon_river_anthology', 0.033666666666666664), ('the_iceman_cometh', 0.03333333333333333), ('pygmalion_(play)', 0.003), ('daniel_defoe', 0.0013333333333333333), ('george_eliot', 0.0011666666666666665), ('stephen_vincent_benet', 0.001), ('the_spanish_tragedy', 0.001), ('the_lottery', 0.001), ('j._d._salinger', 0.001), ('eugene_ionesco', 0.001), ('pablo_neruda', 0.001)]"
145327,"[('joseph_conrad', 0.020000000000000004), ('the_importance_of_being_earnest', 0.0003333333333333333), ('harold_pinter', 0.00025), ('the_rivals', 0.00025), ('the_comedy_of_errors', 0.00025), ('henry_fielding', 0.00025), ('the_seagull', 0.00025), ('cymbeline', 0.0002), ('miss_julie', 0.0), ('adam_bede_(character)', 0), ('william_blake', 0)]"
145334,"[('howards_end', 0.0505), ('my_antonia', 0.001), (""midnight's_children"", 0.001), ('lysistrata', 0.001), ('an_american_tragedy', 0.0008333333333333333), ('a_room_with_a_view', 0.0008333333333333333), ('henry_fielding', 0.0008333333333333333), ('all_my_sons', 0.0005), ('zora_neale_hurston', 0.0005), ('middlemarch', 0.0005), ('jane_eyre', 0.0005)]"
148099,"[('stephen_vincent_benet', 0.001), ('gao_xingjian', 0.001), ('jorge_luis_borges', 0.001), ('john_steinbeck', 0.001), ('henry_wadsworth_longfellow', 0.0008333333333333333), ('james_fenimore_cooper', 0.0008333333333333333), ('christopher_marlowe', 0.0005833333333333333), ('arthur_miller', 0.0005), ('erich_maria_remarque', 0.0005), ('henry_james', 0.0005), ('the_rivals', 0.0005)]"
148848,"[('jane_eyre', 0.0005), ('miss_julie', 0), ('adam_bede_(character)', 0), ('william_blake', 0), ('the_age_of_innocence', 0), ('the_master_builder', 0), ('nathaniel_hawthorne', 0), ('things_fall_apart', 0), ('major_barbara', 0), ('spoon_river_anthology', 0), ('samuel_beckett', 0)]"
150815,"[('a_portrait_of_the_artist_as_a_young_man', 0.058583333333333334), ('john_steinbeck', 0.03333333333333333), ('ben_jonson', 0.025), ('george_bernard_shaw', 0.001), ('friedrich_schiller', 0.001), ('a_tale_of_two_cities', 0.001), ('william_golding', 0.001), ('andrew_marvell', 0.001), ('octavio_paz', 0.001), ('nabokov', 0.001), ('katherine_anne_porter', 0.001)]"
155666,"[(""a_connecticut_yankee_in_king_arthur's_court"", 0.003), ('the_plague', 0.0013333333333333333), ('four_quartets', 0.001), ('harold_pinter', 0.0008), ('pablo_neruda', 0.0006666666666666666), ('margaret_atwood', 0.0005), ('salman_rushdie', 0.0005), ('henry_miller', 0.0005), ('cormac_mccarthy', 0.0005), ('daniel_defoe', 0.0005), ('henry_fielding', 0.0005)]"
156429,"[('octavio_paz', 0.02525), ('hermann_hesse', 0.00075), ('thomas_gray', 0.0006666666666666666), ('william_carlos_williams', 0.0006428571428571428), ('euripides', 0.0005), ('henry_wadsworth_longfellow', 0.0005), ('pablo_neruda', 0.0005), ('william_wordsworth', 0.0005), ('william_cullen_bryant', 0.0004), ('ezra_pound', 0.0003333333333333333), ('william_shakespeare', 0.0003333333333333333)]"
157234,"[('stephen_crane', 0.03916666666666667), ('henry_miller', 0.034499999999999996), ('henry_james', 0.0025), ('ben_jonson', 0.0024047619047619048), ('joseph_conrad', 0.0022500000000000003), ('jack_london', 0.0020833333333333333), ('aeschylus', 0.002), ('gao_xingjian', 0.002), ('cormac_mccarthy', 0.002), ('henry_fielding', 0.002), ('henry_wadsworth_longfellow', 0.0019166666666666666)]"
160636,"[('clifford_odets', 0.004033333333333333), ('john_donne', 0.0015), ('friedrich_schiller', 0.0013333333333333333), ('miguel_de_cervantes', 0.0013333333333333333), ('nikolai_gogol', 0.00125), ('arthur_miller', 0.001), ('erich_maria_remarque', 0.001), ('virginia_woolf', 0.001), ('john_dryden', 0.001), ('margaret_atwood', 0.001), ('geoffrey_chaucer', 0.001)]"
162162,"[('jack_kerouac', 0.03916666666666666), ('d._h._lawrence', 0.03333333333333333), ('catch_22', 0.002), ('william_golding', 0.0016666666666666666), ('kate_chopin', 0.0015), ('cadmus', 0.0015), ('a_farewell_to_arms', 0.0015), ('erich_maria_remarque', 0.0014500000000000001), ('death_in_venice', 0.0013333333333333333), ('milan_kundera', 0.0013333333333333333), ('the_temple_of_the_golden_pavilion', 0.00125)]"
162176,"[('madame_bovary', 0.00125), ('volpone', 0.00075), ('an_american_tragedy', 0.0005833333333333333), ('death_of_a_salesman', 0.0005333333333333334), ('ezra_pound', 0.0005), ('bernard_malamud', 0.0005), ('shylock', 0.0005), ('steppenwolf_(novel)', 0.0005), ('sylvia_plath', 0.0005), ('hart_crane', 0.0005), ('daniel_deronda', 0.0005)]"
162526,"[('notes_from_underground', 0.020000000000000004), ('invisible_man', 0.0022), ('the_age_of_innocence', 0.002), ('ethan_frome', 0.0016666666666666666), ('j._d._salinger', 0.0015), ('madame_bovary', 0.00125), ('ralph_ellison', 0.001), ('william_wordsworth', 0.001), ('an_american_tragedy', 0.0008333333333333333), ('maxim_gorky', 0.0006666666666666666), ('henry_james', 0.0006666666666666666)]"
162568,"[('la_belle_dame_sans_merci', 0.005500000000000001), ('the_tin_drum', 0.0005), ('she_stoops_to_conquer', 0.0005), ('emma', 0.0005), ('yasunari_kawabata', 0.0003928571428571428), ('johann_wolfgang_von_goethe', 0.0003333333333333333), ('the_picture_of_dorian_gray', 0.0003333333333333333), ('w._b._yeats', 0.0003333333333333333), (""a_connecticut_yankee_in_king_arthur's_court"", 0.0003333333333333333), ('william_wordsworth', 0.0003333333333333333), ('silas_marner', 0.0003333333333333333)]"
164402,"[('lorraine_hansberry', 0.006000000000000002), (""who's_afraid_of_virginia_woolf?"", 0.002), ('bertolt_brecht', 0.002), ('the_little_foxes', 0.002), ('gabriela_mistral', 0.002), ('a_raisin_in_the_sun', 0.0016666666666666666), ('kate_chopin', 0.0015), ('arthur_conan_doyle', 0.0015), ('ambrose_bierce', 0.0015), ('thomas_hardy', 0.0015), ('henry_wadsworth_longfellow', 0.0013333333333333333)]"
164479,"[('the_alchemist_(play)', 0.001), ('hermann_hesse', 0.0006666666666666666), ('an_american_tragedy', 0.0005), ('naguib_mahfouz', 0.0005), ('ben_jonson', 0.0005), ('thomas_gray', 0.0005), ('titus_andronicus', 0.0005), ('an_enemy_of_the_people', 0.00045), ('cry,_the_beloved_country', 0.0003333333333333333), ('to_the_lighthouse', 0.0003333333333333333), ('the_importance_of_being_earnest', 0.0003333333333333333)]"
164521,"[('jack_kerouac', 0.034333333333333334), ('orion_(mythology)', 0.03383333333333333), ('anna_karenina', 0.03353333333333333), ('daedalus', 0.03333333333333333), ('john_donne', 0.026500000000000003), ('pablo_neruda', 0.025719047619047627), ('yasunari_kawabata', 0.0035), ('william_golding', 0.003), ('love_in_the_time_of_cholera', 0.002), ('boris_pasternak', 0.002), ('the_tin_drum', 0.002)]"
165277,"[('william_golding', 0.021250000000000005), ('their_eyes_were_watching_god', 0.014428571428571428), ('naguib_mahfouz', 0.003116666666666667), ('gao_xingjian', 0.0022500000000000003), ('manuel_puig', 0.0022), ('pearl_s._buck', 0.002), ('the_tin_drum', 0.002), ('ambrose_bierce', 0.002), ('john_steinbeck', 0.0018333333333333333), ('harold_pinter', 0.0016666666666666666), ('edgar_allan_poe', 0.0015)]"
165697,"[('federico_garcia_lorca', 0.03383333333333333), ('to_the_lighthouse', 0.03358333333333333), ('the_house_of_the_spirits', 0.001), ('sister_carrie', 0.001), ('chinua_achebe', 0.001), ('rabindranath_tagore', 0.001), ('arms_and_the_man', 0.001), ('phillis_wheatley', 0.001), ('a_farewell_to_arms', 0.001), ('john_dryden', 0.0005), ('four_quartets', 0.0005)]"
167524,"[('pale_fire', 0.020000000000000004), ('pablo_neruda', 0.001), ('wuthering_heights', 0.001), ('hart_crane', 0.001), ('oliver_goldsmith', 0.001), ('dover_beach', 0.0005), ('the_tempest', 0.0005), ('light_in_august', 0.0005), ('gabriela_mistral', 0.0005), ('howl', 0.0005), ('orlando_furioso', 0.0005)]"
168910,"[('marcel_proust', 0.002333333333333333), ('yasunari_kawabata', 0.0021666666666666666), ('the_frogs', 0.002), ('the_temple_of_the_golden_pavilion', 0.002), ('john_steinbeck', 0.001842857142857143), ('maxim_gorky', 0.0015), ('bret_harte', 0.0015), ('william_golding', 0.0014000000000000002), ('ezra_pound', 0.0013333333333333333), ('oscar_wilde', 0.0013333333333333333), ('william_wordsworth', 0.0013333333333333333)]"
170436,"[('walt_whitman', 0.10058333333333334), ('gustave_flaubert', 0.026000000000000006), ('paradise_lost', 0.025), ('one_hundred_years_of_solitude', 0.0032500000000000003), ('thomas_mann', 0.0025), ('maxim_gorky', 0.0022500000000000003), ('arthur_conan_doyle', 0.002), ('william_wordsworth', 0.0016666666666666666), ('joseph_conrad', 0.0015), ('katherine_anne_porter', 0.0015), ('george_bernard_shaw', 0.0013333333333333333)]"
170933,"[('stephen_vincent_benet', 0.033666666666666664), ('wuthering_heights', 0.025), ('four_quartets', 0.0022), ('william_golding', 0.001), ('cadmus', 0.001), ('ethan_frome', 0.001), ('sonnets_from_the_portuguese', 0.0008333333333333333), ('death_in_venice', 0.0006666666666666666), (""midnight's_children"", 0.0006666666666666666), ('arthur_conan_doyle', 0.0006666666666666666), ('the_day_of_the_locust', 0.0006666666666666666)]"
171304,"[('cry,_the_beloved_country', 0.033666666666666664), ('john_dryden', 0.03333333333333333), ('ezra_pound', 0.03333333333333333), ('giovanni_boccaccio', 0.03333333333333333), ('j._m._coetzee', 0.020000000000000004), ('hera', 0.002), ('demeter', 0.002), ('the_comedy_of_errors', 0.0016666666666666666), ('nikolai_gogol', 0.0015), ('john_milton', 0.001), ('one_hundred_years_of_solitude', 0.0008333333333333333)]"
172564,"[('the_tin_drum', 0.050833333333333335), ('northanger_abbey', 0.033916666666666664), ('spoon_river_anthology', 0.03333333333333333), ('the_iceman_cometh', 0.03333333333333333), ('gustave_flaubert', 0.025), ('bleak_house', 0.0013333333333333333), ('naguib_mahfouz', 0.001), ('ezra_pound', 0.001), ('salman_rushdie', 0.001), ('jane_austen', 0.001), ('henrik_ibsen', 0.001)]"
173047,"[('zora_neale_hurston', 0.05358333333333334), ('maya_angelou', 0.003), ('kate_chopin', 0.0025), ('aeschylus', 0.002), ('william_golding', 0.002), ('louisa_may_alcott', 0.0015), ('kazuo_ishiguro', 0.00125), ('erich_maria_remarque', 0.001), ('virginia_woolf', 0.001), ('madame_bovary', 0.001), ('sinclair_lewis', 0.001)]"
173075,"[('hera', 0.002), ('demeter', 0.002), ('madame_bovary', 0.001), ('zora_neale_hurston', 0.001), ('maya_angelou', 0.001), ('the_comedy_of_errors', 0.001), ('their_eyes_were_watching_god', 0.001), ('robert_louis_stevenson', 0.0006666666666666666), ('all_quiet_on_the_western_front', 0.0006666666666666666), ('cry,_the_beloved_country', 0.0005), ('absalom,_absalom!', 0.0005)]"
173768,"[('daniel_defoe', 0.05), ('jack_kerouac', 0.03333333333333333), ('orion_(mythology)', 0.03333333333333333), ('daedalus', 0.03333333333333333), ('john_donne', 0.025), ('john_dryden', 0.001), ('northanger_abbey', 0.001), ('jane_eyre', 0.001), ('laurence_sterne', 0.0003333333333333333), ('truman_capote', 0.0003333333333333333), ('william_golding', 0.00025)]"
174202,"[('d._h._lawrence', 0.03791666666666667), ('silas_marner', 0.02033333333333334), ('graham_greene', 0.0028333333333333335), ('thomas_hardy', 0.0025), ('yasunari_kawabata', 0.0021666666666666666), ('james_fenimore_cooper', 0.002033333333333333), ('mario_vargas_llosa', 0.002), ('cormac_mccarthy', 0.002), ('gustave_flaubert', 0.002), ('chinua_achebe', 0.0018666666666666666), ('henry_fielding', 0.0018333333333333333)]"
174545,"[('evelyn_waugh', 0.03333333333333333), ('william_carlos_williams', 0.03333333333333333), ('dream_of_the_red_chamber', 0.003), ('death_of_a_salesman', 0.002), ('oliver_goldsmith', 0.0011250000000000001), ('thornton_wilder', 0.001), ('julio_cortazar', 0.001), ('thomas_hardy', 0.001), ('the_life_and_opinions_of_tristram_shandy,_gentleman', 0.001), ('christopher_marlowe', 0.0008666666666666666), ('miguel_de_cervantes', 0.0008333333333333333)]"
175980,"[('harold_pinter', 0.020200000000000003), ('middlemarch', 0.014535714285714285), ('henry_miller', 0.014428571428571428), ('dubliners', 0.002), ('john_steinbeck', 0.0018333333333333333), ('margaret_atwood', 0.0013333333333333333), ('jane_eyre', 0.0013333333333333333), ('george_eliot', 0.0013333333333333333), ('johann_wolfgang_von_goethe', 0.0010333333333333334), ('madame_bovary', 0.001), ('love_in_the_time_of_cholera', 0.001)]"
175994,"[('billy_budd', 0.03333333333333333), ('john_steinbeck', 0.026583333333333337), ('jude_the_obscure', 0.002333333333333333), ('erich_maria_remarque', 0.0013333333333333333), ('jack_london', 0.0011666666666666665), ('things_fall_apart', 0.001142857142857143), ('evelyn_waugh', 0.001142857142857143), ('henry_james', 0.0010833333333333333), ('stephen_vincent_benet', 0.001), ('gao_xingjian', 0.001), ('the_sorrows_of_young_werther', 0.001)]"
176001,"[('the_age_of_innocence', 0.0013333333333333333), ('sons_and_lovers', 0.0013269230769230769), ('j._d._salinger', 0.001), ('ralph_ellison', 0.001), ('the_master_and_margarita', 0.001), ('sister_carrie', 0.000890909090909091), ('love_in_the_time_of_cholera', 0.0008825757575757576), ('henry_james', 0.0008333333333333333), ('mrs_dalloway', 0.0008333333333333333), (""the_handmaid's_tale"", 0.00075), ('on_the_road', 0.00075)]"
176841,"[('brave_new_world', 0.025), ('bleak_house', 0.002416666666666667), ('major_barbara', 0.001), (""midnight's_children"", 0.001), ('the_great_gatsby', 0.001), ('a_tale_of_two_cities', 0.001), ('the_comedy_of_errors', 0.001), ('the_idiot', 0.001), ('willa_cather', 0.0009833333333333335), ('sister_carrie', 0.0006666666666666666), ('arthur_rimbaud', 0.000625)]"
179389,"[('all_quiet_on_the_western_front', 0.1), ('harold_pinter', 0.0035), ('yasunari_kawabata', 0.0031666666666666666), ('nadine_gordimer', 0.0025833333333333333), ('wuthering_heights', 0.0021111111111111113), ('henry_miller', 0.002), ('rabindranath_tagore', 0.002), ('the_idiot', 0.0016666666666666668), ('a_portrait_of_the_artist_as_a_young_man', 0.0016666666666666666), ('william_shakespeare', 0.0015), ('eudora_welty', 0.0013333333333333333)]"
179403,"[('bernard_malamud', 0.034583333333333334), ('carson_mccullers', 0.02595), ('wuthering_heights', 0.0027), (""the_handmaid's_tale"", 0.0025), ('hermann_hesse', 0.0025), ('jorge_luis_borges', 0.0025), ('joseph_conrad', 0.00245), ('yasunari_kawabata', 0.0021666666666666666), ('thomas_mann', 0.0021666666666666666), ('kate_chopin', 0.002), ('friedrich_schiller', 0.002)]"
180068,"[('death_of_a_salesman', 0.0505), ('eugene_ionesco', 0.03333333333333333), ('rabindranath_tagore', 0.03333333333333333), ('aldous_huxley', 0.03333333333333333), ('langston_hughes', 0.025), ('the_house_of_mirth', 0.014285714285714285), ('odysseus', 0.002), ('the_love_song_of_j._alfred_prufrock', 0.002), ('chicago_(poem)', 0.0015), ('daedalus', 0.001), ('the_metamorphosis', 0.001)]"
181902,"[('saul_bellow', 0.047900000000000005), ('gustave_flaubert', 0.03383333333333333), ('silent_cry', 0.033666666666666664), ('eugene_ionesco', 0.03333333333333333), ('rabindranath_tagore', 0.03333333333333333), ('maxim_gorky', 0.0015), (""jun'ichiro_tanizaki"", 0.0009166666666666666), ('sinclair_lewis', 0.0008500000000000001), ('nikolai_gogol', 0.0008333333333333333), ('oliver_goldsmith', 0.0008333333333333333), ('the_master_builder', 0.00075)]"
183638,"[(""sean_o'casey"", 0.050333333333333334), ('jane_eyre', 0.003333333333333333), ('madame_bovary', 0.003), ('the_alchemist_(play)', 0.003), ('the_bostonians', 0.003), ('brave_new_world', 0.003), ('love_in_the_time_of_cholera', 0.0028333333333333335), ('tobias_smollett', 0.002533333333333333), ('robinson_crusoe', 0.0025), ('bleak_house', 0.0025), ('julio_cortazar', 0.00245)]"
