Question ID,Answer
107891,"[('teutonic_knights', 0.034583333333333334), ('james_monroe', 0.025533333333333335), ('battle_of_agincourt', 0.025), ('babur', 0.0026666666666666666), (""st._bartholomew's_day_massacre"", 0.0023333333333333335), ('mapp_v._ohio', 0.002333333333333333), ('guelphs_and_ghibellines', 0.0022500000000000003), ('john_wilkes_booth', 0.0022500000000000003), ('justinian_i', 0.0022500000000000003), ('second_vatican_council', 0.002), ('benito_mussolini', 0.001976190476190476)]"
107954,"[('council_of_chalcedon', 0.10333333333333332), ('justinian_i', 0.10178888888888891), ('henry_i_of_england', 0.101), ('second_vatican_council', 0.05550000000000001), ('wounded_knee_massacre', 0.052000000000000005), ('muhammad_ali_jinnah', 0.0507843137254902), ('georges_clemenceau', 0.050666666666666665), ('benjamin_harrison', 0.05050000000000001), ('charles_de_gaulle', 0.05), ('edict_of_nantes', 0.035416666666666666), ('peterloo_massacre', 0.034083333333333334)]"
109088,"[('ghana', 0.035833333333333335), ('battle_of_plassey', 0.02525), ('songhai_empire', 0.004874242424242424), ('parthian_empire', 0.004467553688141923), ('taiping_rebellion', 0.004267720685111989), ('chandragupta_maurya', 0.00425), ('carthage', 0.004025), ('han_dynasty', 0.004), ('babur', 0.003916666666666667), ('ming_dynasty', 0.0035366666666666667), ('henry_vii_of_england', 0.003416666666666667)]"
109781,"[('mali_empire', 0.04062500000000001), ('golden_horde', 0.04045000000000001), ('songhai_empire', 0.03383333333333333), ('tammany_hall', 0.0334047619047619), ('shaka', 0.03333333333333333), ('hyksos', 0.03333333333333333), ('parthian_empire', 0.020076923076923082), ('battle_of_actium', 0.020000000000000004), ('khmer_empire', 0.009623809523809524), ('pancho_villa', 0.0037), ('george_wallace', 0.002)]"
110908,"[('lewis_cass', 0.12053717948717949), ('kwame_nkrumah', 0.05083611111111112), ('john_foster_dulles', 0.0505), ('battle_of_the_thames', 0.035483134920634915), ('equal_rights_amendment', 0.034833333333333334), ('great_northern_war', 0.004772023809523809), ('camillo_benso,_count_of_cavour', 0.0045000000000000005), ('paris_commune', 0.004033333333333333), ('hartford_convention', 0.0034928571428571435), ('dorr_rebellion', 0.003416666666666667), ('charlemagne', 0.0034)]"
115409,"[('haymarket_affair', 0.004299242424242424), ('seminole_wars', 0.0035), ('whiskey_rebellion', 0.0029345238095238096), ('huldrych_zwingli', 0.0029166666666666672), ('dorr_rebellion', 0.002834498834498834), ('henry_hudson', 0.00275), ('benjamin_harrison', 0.0027333333333333333), (""shays'_rebellion"", 0.0026666666666666666), ('william_mckinley', 0.0026666666666666666), ('albany_congress', 0.0026666666666666666), ('william_henry_harrison', 0.0025)]"
115710,"[('greenback_party', 0.08483333333333333), ('henry_clay', 0.07791190476190478), ('maine', 0.061276190476190484), ('walter_mondale', 0.05433333333333334), ('aaron_burr', 0.0540133116883117), ('martin_van_buren', 0.0531), ('john_quincy_adams', 0.05233452380952382), ('treaty_of_tordesillas', 0.0519), ('herbert_hoover', 0.051500000000000004), ('magna_carta', 0.0505), ('civilian_conservation_corps', 0.050333333333333334)]"
116333,"[('alexander_h._stephens', 0.10692261904761907), ('franklin_pierce', 0.057131818181818186), ('wilmot_proviso', 0.05287619047619048), ('john_hay', 0.051833333333333335), ('amelia_earhart', 0.051166666666666666), ('peloponnesian_war', 0.05066666666666667), ('bonus_army', 0.0397857142857143), ('martin_van_buren', 0.038619152046783616), ('john_quincy_adams', 0.037556746031746024), ('tammany_hall', 0.03633956043956044), ('teapot_dome_scandal', 0.03558333333333333)]"
116382,"[('treaty_of_waitangi', 0.20049999999999998), ('wilmot_proviso', 0.1535), ('platt_amendment', 0.1525), ('council_of_trent', 0.1511651515151515), ('muhammad_ali_jinnah', 0.08624218918336565), ('ghana', 0.034583333333333334), ('battle_of_plassey', 0.026535714285714287), ('council_of_constance', 0.00475), ('cleisthenes', 0.003898412698412699), ('babur', 0.0035833333333333333), ('jacquerie', 0.0035000000000000005)]"
122297,"[('daniel_boone', 0.0505), ('william_jennings_bryan', 0.05041666666666667), ('peloponnesian_war', 0.050333333333333334), ('amelia_earhart', 0.05), ('john_hay', 0.05), ('tammany_hall', 0.034166666666666665), ('jane_addams', 0.03383333333333333), ('john_cabot', 0.033416666666666664), ('war_of_the_spanish_succession', 0.02725), ('henry_clay', 0.0257), ('first_crusade', 0.025)]"
122465,"[('wilmot_proviso', 0.051000000000000004), ('great_northern_war', 0.035214880952380956), ('battle_of_trenton', 0.02531111111111111), ('chester_a._arthur', 0.004333333333333333), ('whiskey_ring', 0.004333333333333333), ('ulysses_s._grant', 0.003892857142857143), ('william_mckinley', 0.0030000000000000005), ('franklin_pierce', 0.0027500000000000003), ('teapot_dome_scandal', 0.0026666666666666666), ('treaty_of_waitangi', 0.002576923076923077), ('jawaharlal_nehru', 0.0024523809523809524)]"
140462,"[('napoleon_iii', 0.052566666666666664), ('teutonic_knights', 0.02266025641025642), ('congress_of_vienna', 0.02183333333333334), ('peterloo_massacre', 0.0052833333333333335), ('william_henry_harrison', 0.0045000000000000005), ('david_lloyd_george', 0.003833333333333333), ('george_washington', 0.0035), ('congress_of_berlin', 0.0034611111111111106), ('pancho_villa', 0.003444444444444445), ('battle_of_trenton', 0.0034004329004329002), ('john_quincy_adams', 0.0033928571428571428)]"
143871,"[('atlantic_charter', 0.035500000000000004), ('congress_of_berlin', 0.03505952380952381), ('alexander_kerensky', 0.026600000000000002), ('crimean_war', 0.013197619047619048), ('battle_of_culloden', 0.012944444444444446), ('william_tecumseh_sherman', 0.0036111111111111114), ('louis_riel', 0.0035428571428571427), ('carthage', 0.0033250000000000003), ('ghana', 0.0032678571428571435), ('edict_of_nantes', 0.0031500000000000005), ('seminole_wars', 0.003)]"
143885,"[('manifest_destiny', 0.10708333333333335), ('second_vatican_council', 0.053000000000000005), ('albany_congress', 0.051333333333333335), ('amelia_earhart', 0.051166666666666666), ('john_cabot', 0.05050000000000001), ('john_paul_jones', 0.050333333333333334), ('brook_farm', 0.05), ('equal_rights_amendment', 0.034999999999999996), ('battle_of_trenton', 0.029485171261487052), ('erie_canal', 0.026000000000000002), ('wilmot_proviso', 0.008199999999999999)]"
146013,"[('congress_of_vienna', 0.035333333333333335), ('william_tecumseh_sherman', 0.02858333333333334), ('tammany_hall', 0.025953968253968257), ('henry_clay', 0.02227619047619048), ('wilmot_proviso', 0.008916666666666666), ('chester_a._arthur', 0.006166666666666666), ('david_livingstone', 0.005), ('john_quincy_adams', 0.004942857142857143), ('john_wilkes_booth', 0.004783333333333334), ('battle_of_antietam', 0.0047333333333333324), ('martin_van_buren', 0.0047039682539682555)]"
146685,"[('martin_van_buren', 0.03575), ('bonus_army', 0.034838888888888885), ('john_quincy_adams', 0.03464999999999999), ('mary,_queen_of_scots', 0.034333333333333334), ('teapot_dome_scandal', 0.034291666666666665), ('edward_the_confessor', 0.03373333333333334), ('franklin_pierce', 0.028866666666666672), ('songhai_empire', 0.027874242424242426), ('edict_of_nantes', 0.027500000000000007), ('second_bank_of_the_united_states', 0.026916666666666672), ('henry_clay', 0.02220833333333334)]"
147308,"[('alexander_kerensky', 0.05213333333333333), ('muhammad_ali_jinnah', 0.05124285714285714), ('guelphs_and_ghibellines', 0.0505), ('william_ewart_gladstone', 0.05025), ('atahualpa', 0.035583333333333335), ('martin_van_buren', 0.034407894736842096), ('george_washington', 0.03353333333333333), ('james_monroe', 0.021900000000000003), ('songhai_empire', 0.018666666666666668), ('george_wallace', 0.004), ('margaret_thatcher', 0.0038333333333333336)]"
147385,"[('emilio_aguinaldo', 0.002033333333333333), ('wounded_knee_massacre', 0.002), ('battle_of_gettysburg', 0.002), ('meiji_restoration', 0.002), ('alexander_ii_of_russia', 0.0019000000000000002), ('edict_of_nantes', 0.0015833333333333333), ('missouri_compromise', 0.0015), ('walter_mondale', 0.0015), ('battle_of_hastings', 0.0015), ('battle_of_salamis', 0.0015), ('great_northern_war', 0.0014)]"
147427,"[('henry_hudson', 0.05025), ('battle_of_marathon', 0.05), ('bonus_army', 0.03333333333333333), ('battle_of_culloden', 0.03333333333333333), ('benjamin_harrison', 0.0015), ('wilmot_proviso', 0.0014333333333333333), ('john_marshall', 0.001), ('barry_goldwater', 0.001), ('adolf_hitler', 0.001), ('john_quincy_adams', 0.001), ('pierre_trudeau', 0.001)]"
148722,"[('war_of_the_spanish_succession', 0.07608333333333334), ('jane_addams', 0.06666666666666667), ('crimean_war', 0.05165), ('john_a._macdonald', 0.0511), ('salvador_allende', 0.05083333333333334), ('haile_selassie', 0.050833333333333335), ('benito_mussolini', 0.05064285714285715), ('amelia_earhart', 0.0505), ('franklin_pierce', 0.05045), ('war_of_the_pacific', 0.05025), ('john_paul_jones', 0.05)]"
149709,"[('night_of_the_long_knives', 0.10500000000000001), ('peterloo_massacre', 0.10406666666666667), ('black_hole_of_calcutta', 0.08903333333333334), ('battle_of_plassey', 0.055325), ('maximilien_de_robespierre', 0.052476190476190475), ('john_quincy_adams', 0.05229285714285715), ('teutonic_knights', 0.052070512820512824), ('akbar', 0.05200000000000001), ('paris_commune', 0.05198333333333334), ('marco_polo', 0.051333333333333335), ('mark_antony', 0.04130526315789475)]"
151529,"[('july_revolution', 0.001), ('battle_of_the_coral_sea', 0.001), ('peterloo_massacre', 0.001), ('william_tecumseh_sherman', 0.001), ('john_brown_(abolitionist)', 0.001), ('battle_of_bunker_hill', 0.001), ('benjamin_disraeli', 0.001), ('teutonic_knights', 0.001), ('georges_clemenceau', 0.001), ('congress_of_vienna', 0.001), ('congress_of_berlin', 0.001)]"
152390,"[('salvador_allende', 0.051500000000000004), ('john_a._macdonald', 0.051166666666666666), ('truman_doctrine', 0.051125000000000004), ('war_of_the_pacific', 0.051083333333333335), ('haile_selassie', 0.051000000000000004), ('franklin_pierce', 0.050833333333333335), ('john_cabot', 0.0505), ('john_paul_jones', 0.050333333333333334), ('war_of_the_spanish_succession', 0.050333333333333334), ('crimean_war', 0.05003125), ('benito_mussolini', 0.05)]"
153244,"[('council_of_chalcedon', 0.06716666666666667), ('john_wilkes_booth', 0.051583333333333335), ('hartford_convention', 0.04072063492063493), ('guelphs_and_ghibellines', 0.0030333333333333336), ('henry_i_of_england', 0.002333333333333333), ('wilmot_proviso', 0.0021666666666666666), ('daniel_boone', 0.0020833333333333333), ('william_henry_harrison', 0.002), ('babur', 0.002), ('easter_rising', 0.00175), ('lollardy', 0.0015833333333333333)]"
155421,"[('walter_mondale', 0.007283333333333334), ('pancho_villa', 0.004333333333333333), ('martin_van_buren', 0.003883333333333334), ('jimmy_carter', 0.0037500000000000003), ('battle_of_the_thames', 0.0036761904761904766), ('lewis_cass', 0.003416666666666667), ('edict_of_nantes', 0.0033333333333333335), ('spiro_agnew', 0.0033333333333333335), ('george_washington', 0.003333333333333333), ('william_ewart_gladstone', 0.003333333333333333), ('horace_greeley', 0.0032833333333333334)]"
157024,"[('teutonic_knights', 0.0338921568627451), ('maria_theresa', 0.03333333333333333), ('seneca_falls_convention', 0.03333333333333333), ('tammany_hall', 0.025500000000000002), ('hyksos', 0.02525), ('songhai_empire', 0.020250000000000004), ('taiping_rebellion', 0.02006666666666667), ('battle_of_hastings', 0.002), ('david_livingstone', 0.002), ('henry_clay', 0.0015), ('pancho_villa', 0.0015)]"
160531,"[('guadalcanal', 0.051333333333333335), ('peloponnesian_war', 0.05066666666666667), ('porfirio_diaz', 0.050300000000000004), ('james_g._blaine', 0.05), ('amelia_earhart', 0.05), ('john_hay', 0.05), ('tammany_hall', 0.0353), ('henry_l._stimson', 0.034291666666666665), ('jane_addams', 0.033916666666666664), ('battle_of_shiloh', 0.03386666666666666), ('john_cabot', 0.03333333333333333)]"
1617,"[('marco_polo', 0.034166666666666665), ('third_crusade', 0.02914444444444445), ('easter_rising', 0.0055000000000000005), ('pancho_villa', 0.005333333333333333), ('grover_cleveland', 0.005250000000000001), ('david_lloyd_george', 0.005), ('jacquerie', 0.004750000000000001), ('black_hole_of_calcutta', 0.004666666666666666), ('tammany_hall', 0.004304761904761905), ('council_of_constance', 0.0042499999999999994), ('benjamin_harrison', 0.003958333333333334)]"
162743,"[('wounded_knee_massacre', 0.0025), ('battle_of_hastings', 0.0022500000000000003), ('battle_of_culloden', 0.002), ('battle_of_trenton', 0.001840909090909091), ('pancho_villa', 0.0018333333333333333), ('grover_cleveland', 0.00175), ('napoleon_iii', 0.0017333333333333333), ('huldrych_zwingli', 0.0015833333333333333), ('george_washington', 0.0015), ('seminole_wars', 0.0015), ('congress_of_vienna', 0.0015)]"
163219,"[('teapot_dome_scandal', 0.10474914529914531), ('cleisthenes', 0.10274848484848485), ('kublai_khan', 0.10120000000000001), ('battle_of_actium', 0.1005), ('kwame_nkrumah', 0.08390043290043289), ('trent_affair', 0.06804166666666667), ('darius_i', 0.06775), ('caligula', 0.05279166666666667), ('martin_van_buren', 0.051750000000000004), ('bay_of_pigs_invasion', 0.051444444444444445), ('treaty_of_utrecht', 0.051333333333333335)]"
163268,"[('spartacus', 0.07403333333333334), ('vitus_bering', 0.06943333333333335), ('finland', 0.06791666666666667), ('maine', 0.058833333333333335), ('greenback_party', 0.052000000000000005), ('henry_l._stimson', 0.051708333333333335), ('whiskey_rebellion', 0.05164285714285715), ('parthian_empire', 0.051571428571428574), ('battle_of_hastings', 0.051500000000000004), ('truman_doctrine', 0.051500000000000004), ('john_cabot', 0.05145)]"
164339,"[('easter_rising', 0.003), ('parthian_empire', 0.0026666666666666666), ('battle_of_marathon', 0.0025), ('cyrus_the_great', 0.002), ('battle_of_salamis', 0.002), ('william_walker_(filibuster)', 0.002), ('john_brown_(abolitionist)', 0.002), ('david_livingstone', 0.002), ('battle_of_the_little_bighorn', 0.002), ('congress_of_vienna', 0.002), ('pierre_trudeau', 0.002)]"
165921,"[('guelphs_and_ghibellines', 0.05344444444444445), ('muhammad_ali_jinnah', 0.05230952380952382), ('alexander_kerensky', 0.05143333333333333), ('william_ewart_gladstone', 0.051250000000000004), ('martin_van_buren', 0.034833333333333334), ('atahualpa', 0.03383333333333333), ('black_panther_party', 0.0037833333333333334), ('khmer_empire', 0.0034583333333333332), ('pierre_trudeau', 0.003166666666666667), ('wilmot_proviso', 0.0028666666666666662), ('henry_clay', 0.0025333333333333336)]"
165935,"[('battle_of_antietam', 0.034333333333333334), ('charlemagne', 0.034166666666666665), ('battle_of_austerlitz', 0.03358333333333333), ('treaty_of_tordesillas', 0.014535714285714285), ('great_northern_war', 0.003924242424242424), ('july_revolution', 0.0038111111111111115), ('henry_clay', 0.0032), ('george_b._mcclellan', 0.003), ('jacques_cartier', 0.002666666666666667), ('hanseatic_league', 0.002642857142857143), ('paris_commune', 0.0025250000000000003)]"
167475,"[('war_of_the_spanish_succession', 0.006116666666666666), ('cardinal_mazarin', 0.005833333333333333), ('peace_of_westphalia', 0.0054), ('songhai_empire', 0.005366666666666666), ('atlantic_charter', 0.005), ('seneca_falls_convention', 0.004999999999999999), ('hugh_capet', 0.0047), ('adolf_eichmann', 0.004666666666666666), ('william_tecumseh_sherman', 0.0045000000000000005), ('battle_of_bunker_hill', 0.0045000000000000005), ('susan_b._anthony', 0.0045000000000000005)]"
170415,"[('huey_long', 0.10166666666666667), ('indira_gandhi', 0.1015), ('oda_nobunaga', 0.10112454212454212), ('john_wilkes_booth', 0.10083333333333334), ('pancho_villa', 0.08544444444444445), ('alexander_ii_of_russia', 0.051283333333333334), ('caligula', 0.035124999999999997), ('peterloo_massacre', 0.03466025641025641), ('salvador_allende', 0.03443333333333333), ('second_vatican_council', 0.033666666666666664), ('girolamo_savonarola', 0.026624242424242425)]"
173691,"[('martin_van_buren', 0.05399707602339181), (""coxey's_army"", 0.052333333333333336), ('caligula', 0.051833333333333335), ('knights_of_labor', 0.051583333333333335), ('treaty_of_utrecht', 0.051333333333333335), ('salmon_p._chase', 0.03808333333333333), ('george_h._pendleton', 0.035976190476190474), ('kwame_nkrumah', 0.03523773448773449), ('tecumseh', 0.034616666666666664), ('akbar', 0.027250000000000003), ('benjamin_disraeli', 0.026840909090909092)]"
175924,"[('pancho_villa', 0.067), ('whiskey_rebellion', 0.052625000000000005), ('battle_of_caporetto', 0.051666666666666666), ('john_foster_dulles', 0.051500000000000004), ('congress_of_vienna', 0.051250000000000004), ('hyksos', 0.051000000000000004), ('hanseatic_league', 0.05075), ('council_of_trent', 0.05075), ('adolf_hitler', 0.050583333333333334), ('charles_martel', 0.0505), ('john_hay', 0.0505)]"
177177,"[('jacquerie', 0.03464285714285714), ('john_a._macdonald', 0.015219047619047618), ('great_northern_war', 0.0025), ('henry_clay', 0.0024166666666666664), ('william_penn', 0.0023333333333333335), ('girolamo_savonarola', 0.0023333333333333335), ('july_revolution', 0.002333333333333333), ('council_of_constance', 0.0022500000000000003), ('grover_cleveland', 0.0022), ('henry_i_of_england', 0.002), ('maria_theresa', 0.002)]"
179200,"[('alfred_the_great', 0.006583333333333333), ('songhai_empire', 0.004166666666666667), ('council_of_constance', 0.0035000000000000005), ('cyrus_the_great', 0.0035), ('justinian_i', 0.003277777777777778), ('darius_i', 0.003194444444444444), ('ghana', 0.003125), ('henry_i_of_england', 0.003), ('thaddeus_stevens', 0.003), ('david_lloyd_george', 0.0028333333333333335), ('crimean_war', 0.002816666666666667)]"
179865,"[('francisco_vasquez_de_coronado', 0.03825952380952381), ('louis_riel', 0.03521785714285714), ('battle_of_bannockburn', 0.034333333333333334), ('battle_of_plassey', 0.02120833333333334), ('vitus_bering', 0.006744444444444444), ('songhai_empire', 0.005590909090909092), ('henry_morton_stanley', 0.005200000000000001), ('greenback_party', 0.005200000000000001), ('battle_of_caporetto', 0.004999999999999999), ('david_livingstone', 0.004940909090909091), ('john_cabot', 0.004750000000000001)]"
183477,"[('david_lloyd_george', 0.002644444444444445), ('ghana', 0.0020277777777777777), ('george_washington', 0.002), ('camillo_benso,_count_of_cavour', 0.002), ('thaddeus_stevens', 0.002), ('songhai_empire', 0.00175), ('genghis_khan', 0.001712121212121212), ('john_jay', 0.001625), ('eleanor_roosevelt', 0.0015833333333333333), ('alexander_ii_of_russia', 0.0015), ('henry_clay', 0.001412121212121212)]"
183519,"[('guelphs_and_ghibellines', 0.0013333333333333333), ('pancho_villa', 0.0013333333333333333), ('chester_a._arthur', 0.001), ('crimean_war', 0.001), ('james_g._blaine', 0.001), ('benjamin_harrison', 0.001), ('margaret_sanger', 0.001), ('truman_doctrine', 0.001), ('battle_of_shiloh', 0.001), ('parthian_empire', 0.001), ('battle_of_the_thames', 0.001)]"
183526,"[('jacques_cartier', 0.025583333333333333), ('vandals', 0.025), ('genghis_khan', 0.013285714285714286), ('ulysses_s._grant', 0.0034000000000000002), ('porfirio_diaz', 0.0031999999999999997), ('chiang_kai-shek', 0.0031666666666666666), ('william_walker_(filibuster)', 0.002833333333333333), ('franklin_pierce', 0.0025666666666666667), ('truman_doctrine', 0.0025), ('battle_of_marathon', 0.0025), ('david_livingstone', 0.0025)]"
183589,"[('cleisthenes', 0.1015), ('kublai_khan', 0.101), ('battle_of_actium', 0.101), ('teapot_dome_scandal', 0.1), ('trent_affair', 0.067), ('darius_i', 0.06666666666666667), ('bay_of_pigs_invasion', 0.05025), ('ancient_corinth', 0.0502), ('kwame_nkrumah', 0.050100000000000006), ('marcus_garvey', 0.017583333333333336), ('henry_l._stimson', 0.013083333333333336)]"
184275,"[('ghana', 0.007684523809523811), ('battle_of_plassey', 0.006625000000000001), ('songhai_empire', 0.005383145363408521), ('parthian_empire', 0.004565656565656567), ('chandragupta_maurya', 0.004463636363636365), ('grover_cleveland', 0.00445), ('taiping_rebellion', 0.003619298245614035), ('herbert_hoover', 0.0035833333333333338), ('girolamo_savonarola', 0.0035833333333333333), ('byzantine_empire', 0.0035), ('peterloo_massacre', 0.0033666666666666662)]"
184310,"[('maria_theresa', 0.005000000000000001), ('war_of_the_spanish_succession', 0.0045), ('peace_of_westphalia', 0.0027916666666666667), ('jacquerie', 0.002533333333333333), (""st._bartholomew's_day_massacre"", 0.0025), ('battle_of_marathon', 0.0025), ('justinian_i', 0.002466666666666667), ('congress_of_berlin', 0.00245), ('congress_of_vienna', 0.002416666666666667), ('treaty_of_waitangi', 0.00241025641025641), ('july_revolution', 0.0023333333333333335)]"
185549,"[('girolamo_savonarola', 0.05156666666666667), ('mali_empire', 0.05146858974358975), ('jacques_cartier', 0.0359), ('great_northern_war', 0.03476979405034325), ('paris_commune', 0.03439285714285714), ('giuseppe_garibaldi', 0.034333333333333334), ('battle_of_marathon', 0.027250000000000003), ('meiji_restoration', 0.0261), ('muhammad_ali_jinnah', 0.021877871148459387), ('james_monroe', 0.020700000000000003), ('william_penn', 0.003666666666666667)]"
186165,"[('battle_of_trenton', 0.0071437229437229435), ('atlantic_charter', 0.005976190476190476), ('adolf_hitler', 0.0053458333333333335), ('william_penn', 0.005333333333333333), ('roger_b._taney', 0.004876190476190476), ('battle_of_caporetto', 0.004833333333333334), ('battle_of_lepanto', 0.00480952380952381), ('darius_i', 0.004791666666666666), ('cyrus_the_great', 0.004791666666666666), ('peace_of_westphalia', 0.004583333333333334), ('henry_vii_of_england', 0.0045000000000000005)]"
187852,"[('john_cabot', 0.07733333333333334), ('truman_doctrine', 0.051250000000000004), ('battle_of_antietam', 0.0355), ('charles_martel', 0.035458333333333335), ('great_northern_war', 0.03525964912280702), ('black_hole_of_calcutta', 0.03483333333333333), ('atlantic_charter', 0.034666666666666665), ('congress_of_vienna', 0.034333333333333334), ('congress_of_berlin', 0.03425), ('mark_antony', 0.03371929824561403), ('alexander_kerensky', 0.02716666666666667)]"
187887,"[('treaty_of_waitangi', 0.03486025641025641), ('wilmot_proviso', 0.02692619047619048), ('platt_amendment', 0.026250000000000002), ('council_of_trent', 0.0260921568627451), ('muhammad_ali_jinnah', 0.01618253968253968), ('atlantic_charter', 0.009176190476190477), ('henry_l._stimson', 0.004648351648351649), ('black_panther_party', 0.0038333333333333336), ('khmer_empire', 0.003803943278943279), ('edict_of_nantes', 0.0037333333333333337), ('franklin_pierce', 0.0037261904761904767)]"
187894,"[('hugh_capet', 0.05075), ('david_livingstone', 0.050583333333333334), ('justinian_i', 0.05), ('brigham_young', 0.034333333333333334), ('george_wallace', 0.034333333333333334), ('ulysses_s._grant', 0.034166666666666665), ('edward_the_confessor', 0.03395), ('caligula', 0.03358333333333333), ('john_quincy_adams', 0.026111111111111113), ('henry_i_of_england', 0.018250000000000002), ('mark_antony', 0.01680952380952381)]"
187915,"[('henry_i_of_england', 0.005366666666666666), ('henry_vii_of_england', 0.003921703296703297), ('darius_i', 0.003582575757575758), ('john_quincy_adams', 0.0033333333333333335), ('pierre_trudeau', 0.0033333333333333335), ('alfred_the_great', 0.0031666666666666666), ('maine', 0.002616666666666667), ('hanseatic_league', 0.0025694444444444445), ('july_revolution', 0.0025), ('hittites', 0.0025), ('war_of_the_spanish_succession', 0.002416666666666667)]"
187922,"[('easter_rising', 0.003), ('maria_theresa', 0.0028333333333333335), ('cardinal_mazarin', 0.0025), ('han_dynasty', 0.0025), ('umayyad_caliphate', 0.002125), ('july_revolution', 0.0020833333333333333), ('caligula', 0.002033333333333333), ('haymarket_affair', 0.0020075757575757575), ('william_henry_harrison', 0.002), ('battle_of_salamis', 0.002), ('whiskey_ring', 0.002)]"
