Question ID,Answer
108416,"[('the_golden_bough', 0.06666666666666667), ('edward_sapir', 0.04070000000000001), ('epic_of_gilgamesh', 0.04032022357723578), ('guru_nanak', 0.04025920329670331), ('margaret_mead', 0.04025000000000001), ('quetzalcoatl', 0.0343969696969697), ('ethics_(book)', 0.034041666666666665), ('beyond_good_and_evil', 0.03378333333333333), ('coming_of_age_in_samoa', 0.033590909090909095), ('horus', 0.02936233766233766), ('baldr', 0.025860256410256414)]"
10850,"[('dionysus', 0.05129460317460318), ('hades', 0.05086313131313134), ('stanley_milgram', 0.05078362193362195), ('tezcatlipoca', 0.05045210754158123), ('ganesha', 0.041551546342213516), ('thomas_hobbes', 0.036181746031746044), ('john_kenneth_galbraith', 0.035666666666666666), ('margaret_mead', 0.034095833333333325), ('beyond_good_and_evil', 0.034066666666666676), ('agni', 0.033785701905974616), ('hathor', 0.026131944444444447)]"
109452,"[('carl_rogers', 0.13147692307692307), ('abraham_maslow', 0.10105141727092948), ('huitzilopochtli', 0.10011145510835914), ('poseidon', 0.0589073275862069), ('phillips_curve', 0.05156111111111111), ('edward_sapir', 0.05136374269005848), ('georg_wilhelm_friedrich_hegel', 0.050693818681318684), ('dead_sea_scrolls', 0.050600000000000006), ('heracles', 0.05007019704433498), ('sikhism', 0.03441025641025641), ('immanuel_kant', 0.0337157471684326)]"
109543,"[('ruth_benedict', 0.05101666666666667), ('sukkot', 0.03390666666666667), ('santeria', 0.025724747474747477), ('bali', 0.020369047619047623), ('critique_of_pure_reason', 0.0032), ('pragmatism', 0.003054166666666667), ('the_protestant_ethic_and_the_spirit_of_capitalism', 0.002885964912280702), ('beyond_good_and_evil', 0.0022500000000000003), ('john_stuart_mill', 0.0020595238095238093), ('john_locke', 0.0016845238095238096), ('john_kenneth_galbraith', 0.0016666666666666668)]"
11046,"[('thorstein_veblen', 0.12573030303030303), ('poseidon', 0.10132916666666666), ('krishna', 0.10011428571428571), ('hera', 0.08104545454545456), ('abraham_maslow', 0.0764410569105691), ('guru_nanak', 0.07577336309523809), ('robert_nozick', 0.07554090909090909), ('william_james', 0.07514285714285714), ('jeremy_bentham', 0.06145757575757576), ('john_maynard_keynes', 0.05015948275862069), ('hades', 0.05013030303030304)]"
111111,"[('heracles', 0.22718016917293232), ('melampus', 0.1292047619047619), ('theseus', 0.10345000000000001), ('bellerophon', 0.08092150793650794), ('manichaeism', 0.06838571428571429), ('santeria', 0.06670000000000001), ('anansi', 0.05641206816059759), ('cadmus', 0.05461705627705628), ('john_stuart_mill', 0.05317321428571429), ('ronald_coase', 0.05247376811594204), ('bystander_effect', 0.05147619047619048)]"
11158,"[('tractatus_logico-philosophicus', 0.1036388888888889), ('orinoco', 0.1027106732348112), ('atacama_desert', 0.08682549019607844), ('irrawaddy_river', 0.07808712121212123), ('ishtar', 0.0604949790949791), ('leviathan_(book)', 0.054271367521367526), ('john_kenneth_galbraith', 0.051416666666666666), ('coming_of_age_in_samoa', 0.04179603729603731), ('rigveda', 0.0366), ('hypnos', 0.035917063492063486), ('lake_tanganyika', 0.035568055555555554)]"
11417,"[('seychelles', 0.14809610389610392), ('santeria', 0.09065927128427127), ('orinoco', 0.086525), ('the_republic_(plato)', 0.07781481481481482), ('hades', 0.06904343434343438), ('stigmata', 0.0681547619047619), ('sikhism', 0.06399102564102564), ('franz_boas', 0.06338333333333333), ('bystander_effect', 0.054785714285714285), ('poseidon', 0.054488095238095245), ('janus', 0.053662365591397844)]"
11578,"[('either/or', 0.16350833333333328), ('georg_wilhelm_friedrich_hegel', 0.13516422466422465), ('fear_and_trembling', 0.12636666666666663), ('pragmatism', 0.1148159090909091), ('phillips_curve', 0.10257619047619046), ('ferdinand_de_saussure', 0.10050833333333334), ('emile_durkheim', 0.10011111111111111), ('the_gift_(book)', 0.10009523809523808), ('tractatus_logico-philosophicus', 0.09286111111111112), ('sukkot', 0.08169904761904763), ('the_sickness_unto_death', 0.07574358974358975)]"
116501,"[('enki', 0.16936388888888887), ('tantalus', 0.13320039682539675), ('tlaloc', 0.10444882352941179), ('deirdre', 0.10233333333333335), ('rama', 0.10090757575757577), ('an_essay_concerning_human_understanding', 0.10062857142857143), ('the_republic_(plato)', 0.09333888888888889), ('poseidon', 0.07016885356023288), ('hades', 0.06982341269841269), ('albert_bandura', 0.06823809523809525), ('margaret_mead', 0.06788452380952381)]"
117082,"[('the_republic_(plato)', 0.10060952380952384), ('jeremy_bentham', 0.0698309523809524), ('ptah', 0.06784313725490196), ('epic_of_gilgamesh', 0.06778057711258931), ('artemis', 0.061198863636363635), ('georg_simmel', 0.052439393939393945), ('upanishads', 0.052274675324675335), ('loki', 0.051707575757575765), ('milton_friedman', 0.05165122377622378), ('ahura_mazda', 0.05144285714285715), ('sikhism', 0.05118076923076924)]"
11753,"[('either/or', 0.15296666666666667), ('indra', 0.15201333333333336), ('hanuman', 0.1023), ('ishtar', 0.1016990740740741), ('hathor', 0.10104166666666664), ('pragmatism', 0.07914166666666668), ('beyond_good_and_evil', 0.07625396825396827), ('baldr', 0.07086904761904762), ('anansi', 0.06793846153846154), ('druze', 0.06785526315789475), ('brahma', 0.06769347826086956)]"
118482,"[('tezcatlipoca', 0.2662212725870621), ('quetzalcoatl', 0.1471648894964685), ('coming_of_age_in_samoa', 0.13932455877455882), ('hanuman', 0.13703846153846158), ('hades', 0.1294601842601843), ('bali', 0.1283952380952381), ('sukkot', 0.11324347826086956), ('yom_kippur', 0.10220782638414216), ('symposium_(plato)', 0.10186666666666667), ('agni', 0.1016127222458027), ('diwali', 0.0877202380952381)]"
11914,"[('david_hume', 0.05054347826086957), ('martin_heidegger', 0.034271739130434783), ('karl_marx', 0.03347619047619048), ('the_republic_(plato)', 0.03337037037037037), ('seychelles', 0.026378787878787884), ('bellerophon', 0.025792857142857145), ('rama', 0.025416666666666667), ('bronislaw_malinowski', 0.025027027027027027), ('poseidon', 0.020179383116883123), ('the_sickness_unto_death', 0.01675), ('thomas_hobbes', 0.014933862433862433)]"
11942,"[('georg_wilhelm_friedrich_hegel', 0.09826332597141421), ('albert_bandura', 0.08586666666666667), ('john_dewey', 0.08371515151515152), ('the_republic_(plato)', 0.05556296296296297), ('jeremy_bentham', 0.05367142857142857), ('a_theory_of_justice', 0.0531), ('the_structure_of_scientific_revolutions', 0.052821428571428575), ('gunnar_myrdal', 0.0524), ('ruth_benedict', 0.05236785714285715), (""arrow's_impossibility_theorem"", 0.052125000000000005), ('leviathan_(book)', 0.051496703296703306)]"
12026,"[('peter_abelard', 0.06139835164835166), ('friedrich_nietzsche', 0.05197916666666667), ('stanley_milgram', 0.05163443963443965), ('cognitive_dissonance', 0.051476190476190474), ('william_james', 0.051442857142857144), ('john_maynard_keynes', 0.051434482758620705), ('nominalism', 0.051333333333333335), ('john_locke', 0.05129166666666667), ('martin_heidegger', 0.05118173913043478), ('horus', 0.050655303030303044), ('critique_of_pure_reason', 0.0502)]"
12033,"[('the_protestant_ethic_and_the_spirit_of_capitalism', 0.24016315789473677), ('sikhism', 0.14291794871794877), ('max_weber', 0.13628578431372554), ('sukkot', 0.11679285714285714), ('stoicism', 0.102125), ('the_guide_for_the_perplexed', 0.10195000000000003), ('abraham_maslow', 0.1018719512195122), ('john_locke', 0.10145833333333334), ('sri_lanka', 0.10033333333333337), ('bellerophon', 0.09795000000000005), ('ishtar', 0.0773150793650794)]"
12054,"[('the_republic_(plato)', 0.0757037037037037), ('seychelles', 0.06204545454545454), ('franz_boas', 0.06105), ('sikhism', 0.060726923076923074), ('pragmatism', 0.051270833333333335), ('clifford_geertz', 0.05005555555555556), ('the_structure_of_scientific_revolutions', 0.03953095238095239), ('ruth_benedict', 0.03365), ('alfred_adler', 0.03347619047619048), ('milton_friedman', 0.03341025641025641), ('druze', 0.0333859649122807)]"
12061,"[('diwali', 0.08584285714285714), ('heinrich_schliemann', 0.06133333333333334), ('john_stuart_mill', 0.05347619047619048), ('john_locke', 0.05235833333333334), ('bystander_effect', 0.0519047619047619), ('yom_kippur', 0.05185476190476191), ('orinoco', 0.05148571428571428), ('daniel', 0.05147385620915033), ('stanley_milgram', 0.05065608465608466), ('peter_abelard', 0.035243589743589744), ('the_protestant_ethic_and_the_spirit_of_capitalism', 0.0347907268170426)]"
12075,"[('stanley_milgram', 0.10205148925148927), ('bellerophon', 0.0733730158730159), ('stoicism', 0.052194444444444446), ('guru_nanak', 0.05202442841880343), ('tantalus', 0.05168888888888888), ('beyond_good_and_evil', 0.05156666666666666), ('max_weber', 0.05150549019607843), ('ferdinand_de_saussure', 0.05074722222222222), ('daniel', 0.04214694423223836), ('sisyphus', 0.03467899026038561), ('milton_friedman', 0.03458449883449883)]"
120974,"[('alfred_adler', 0.13416666666666666), ('jainism', 0.10125), ('max_weber', 0.10073333333333333), ('heinrich_schliemann', 0.10058333333333333), ('horus', 0.07687619047619047), ('great_zimbabwe', 0.07598333333333335), ('ahura_mazda', 0.07575), ('thomas_hobbes', 0.05227222222222223), ('robert_nozick', 0.0514), ('zoroastrianism', 0.05103333333333334), ('the_consolation_of_philosophy', 0.050222222222222224)]"
121856,"[('atalanta', 0.10314967532467532), ('bellerophon', 0.08629841269841272), ('heracles', 0.06995091713841714), ('ruth_benedict', 0.06838095238095238), ('cybele', 0.05462500000000001), ('poseidon', 0.05288513210927004), ('yom_kippur', 0.051910457963089546), ('coming_of_age_in_samoa', 0.05136975524475526), ('thorstein_veblen', 0.05083333333333333), ('guru_nanak', 0.04949311660561661), ('quetzalcoatl', 0.04387424242424244)]"
122073,"[('ruth_benedict', 0.03383333333333333), ('georg_simmel', 0.026124242424242425), ('civilization_and_its_discontents', 0.025181318681318683), ('immanuel_kant', 0.002362745098039216), ('max_weber', 0.002258823529411765), ('empedocles', 0.002), ('apology_(plato)', 0.0018111111111111112), ('heimdallr', 0.00165), ('john_stuart_mill', 0.0015386904761904763), ('donatism', 0.0015), ('stoicism', 0.0014583333333333332)]"
122080,"[('stoicism', 0.05533333333333334), ('beyond_good_and_evil', 0.05274285714285714), ('tantalus', 0.05158333333333333), ('guru_nanak', 0.05150332902391727), ('anomie', 0.02804285714285715), ('hathor', 0.025750000000000002), ('hephaestus', 0.021566666666666675), ('ganesha', 0.021441346153846158), ('bellerophon', 0.021057857142857142), ('agni', 0.01743963133640553), ('clifford_geertz', 0.00515952380952381)]"
12292,"[('hypnos', 0.5023313949208688), ('hephaestus', 0.1701420634920635), ('thomas_hobbes', 0.1688981481481481), ('bellerophon', 0.11677380952380954), ('upanishads', 0.1015), ('rama', 0.10147272727272727), ('sisyphus', 0.10146198355907655), ('deirdre', 0.10123809523809524), ('tantalus', 0.10112619047619051), ('laffer_curve', 0.1), ('epic_of_gilgamesh', 0.07086205962059622)]"
12320,"[('the_golden_bough', 0.15046666666666667), ('thoth', 0.08465211247086249), ('horus', 0.07945324675324676), ('ahura_mazda', 0.06725476190476191), ('ganesha', 0.061718157748049056), ('druze', 0.060771929824561394), ('enki', 0.05266904761904763), ('huitzilopochtli', 0.05131313578062804), ('ishtar', 0.05119444444444443), ('epic_of_gilgamesh', 0.050327168021680226), ('brahma', 0.043263924963924984)]"
123634,"[('thorstein_veblen', 0.0351969696969697), ('the_consolation_of_philosophy', 0.034833333333333334), ('lake_malawi', 0.02717619047619048), ('anomie', 0.012487301587301589), ('emile_durkheim', 0.004472222222222223), ('bronislaw_malinowski', 0.00424924924924925), ('thomas_hobbes', 0.0038617123617123617), ('the_golden_bough', 0.0038166666666666666), ('stoicism', 0.003267857142857143), ('either/or', 0.0031435897435897436), ('john_stuart_mill', 0.0030595238095238093)]"
12460,"[('baldr', 0.12161614774114773), ('sikhism', 0.10052692307692308), ('the_republic_(plato)', 0.10003703703703705), ('margaret_mead', 0.08335416666666667), ('ahura_mazda', 0.07030952380952381), ('bellerophon', 0.0676452380952381), ('indra', 0.05857057726587138), ('isaiah', 0.05158611111111111), ('orion_(mythology)', 0.051388888888888894), ('heracles', 0.050925987087625024), ('poseidon', 0.05086903828929691)]"
12726,"[('bellerophon', 0.1340198412698413), ('anomie', 0.10106969696969699), ('janus', 0.10097007168458783), ('laffer_curve', 0.10032500000000001), ('sisyphus', 0.06734376863446631), ('stoicism', 0.051750000000000004), ('hades', 0.05161060606060607), ('ptah', 0.05156209150326797), ('freyja', 0.05136333333333333), ('athena', 0.05107275641025641), ('ishtar', 0.051015740740740737)]"
12817,"[('brahma', 0.12164039702837656), ('tantalus', 0.1024777777777778), ('stanley_milgram', 0.10106119436119439), ('krishna', 0.08491154401154402), ('ruth_benedict', 0.08462142857142857), ('sikhism', 0.07795934065934067), ('ishtar', 0.07612685185185185), ('bellerophon', 0.06782539682539684), ('sisyphus', 0.06013180282250051), ('atacama_desert', 0.055516622103386815), ('hephaestus', 0.05535952380952383)]"
12999,"[('hera', 0.11865060606060607), ('dionysus', 0.07835507936507938), ('ruth_benedict', 0.06887463901689708), ('tantalus', 0.06602976190476192), ('tlaloc', 0.0514243137254902), ('guru_nanak', 0.05090600961538461), ('sisyphus', 0.0506335122242099), ('an_essay_concerning_human_understanding', 0.0505), ('hades', 0.04304898989898991), ('hathor', 0.04134577228327229), ('brahma', 0.04115463980463981)]"
13125,"[('jainism', 0.12918181818181818), ('guru_nanak', 0.12752075854700856), ('ahura_mazda', 0.10495396825396827), ('kaaba', 0.10116666666666668), ('an_essay_concerning_human_understanding', 0.10108571428571429), ('huitzilopochtli', 0.09086782363663173), ('tlaloc', 0.08747869281045752), ('santeria', 0.0860030303030303), ('daniel', 0.07721802266361091), ('brahma', 0.07070272407331232), ('atacama_desert', 0.06973279857397505)]"
13167,"[('agni', 0.10170278038847118), ('heracles', 0.02675970841016213), ('baldr', 0.02362662337662338), ('diomedes', 0.022450000000000005), ('poseidon', 0.003818210955710955), ('edward_sapir', 0.0037526315789473685), ('leviathan_(book)', 0.003526923076923077), ('rama', 0.003516666666666667), ('clifford_geertz', 0.0034484126984126984), ('karl_marx', 0.003342857142857143), ('enki', 0.0032393217893217897)]"
13195,"[('baldr', 0.1801202131202131), ('tezcatlipoca', 0.1603462292093871), ('ishtar', 0.1379355514855515), ('hades', 0.13485808080808084), ('brahma', 0.11811660561660561), ('heracles', 0.10191866195661571), ('ganesha', 0.09095690790593713), ('freyja', 0.08595666666666668), ('civilization_and_its_discontents', 0.0765717948717949), ('ahura_mazda', 0.07379920634920638), ('janus', 0.07168067076292885)]"
13293,"[('poseidon', 0.05150356209882072), ('freyja', 0.05137), ('beyond_good_and_evil', 0.05123333333333334), ('isaiah', 0.03528055555555556), ('rama', 0.03496515151515152), ('guru_nanak', 0.03443458867521367), ('indra', 0.026274866375454606), ('taliesin', 0.02617748538011696), ('atalanta', 0.021234199134199133), ('artemis', 0.01892662337662338), ('anansi', 0.01726737038182051)]"
163618,"[('yom_kippur', 0.3010888888888889), ('daniel', 0.25108893557422973), ('rosh_hashanah', 0.13611215538847116), ('hades', 0.12589696969696967), ('huitzilopochtli', 0.10005882352941177), ('ishtar', 0.0682740740740741), ('the_guide_for_the_perplexed', 0.0502), ('georg_wilhelm_friedrich_hegel', 0.05003846153846154), ('heinrich_schliemann', 0.034), ('bali', 0.02608571428571429), ('diwali', 0.025842857142857143)]"
188314,"[('martin_heidegger', 0.10335507246376811), ('huitzilopochtli', 0.10005882352941177), ('abraham_maslow', 0.10002439024390244), ('atalanta', 0.06677777777777778), ('epic_of_gilgamesh', 0.06672222222222222), ('heracles', 0.050367816091954024), ('the_republic_(plato)', 0.05028703703703704), ('carl_rogers', 0.05007692307692308), ('edward_sapir', 0.05005263157894737), ('david_hume', 0.05004347826086957), ('georg_wilhelm_friedrich_hegel', 0.05003846153846154)]"
